text,labels
بنیروی یزدان که او بد پناه / بپیروز بخت جهاندار شاه,داستان دوازده رخ
چو پیروز برگشت مرد از نبرد / درفش دلفروز بر پای کرد,داستان دوازده رخ
دهم برته با کهرم تیغ زن / دو خونی و هر دو سر انجمن,داستان دوازده رخ
همی آزمودند هرگونه جنگ / گرفتند پس تیغ هندی بچنگ,داستان دوازده رخ
درفش همایون بدست اندرون / تو گفتی بجنبد که بیستون,داستان دوازده رخ
یکایک بپیچید ازو برته روی / یکی تیغ زد بر سر و ترگ اوی,داستان دوازده رخ
که تا سینه کهرم بد و نیک گشت / ز دشمن دل برته بی بیم گشت,داستان دوازده رخ
فرود آمد از اسب و او را ببست / بران زین توزی و خود برنشست,داستان دوازده رخ
برآمد ببالا چو شرزه پلنگ / خروشان یکی تیغ هندی بچنگ,داستان دوازده رخ
درفش همایون بدست اندرون / فگنده بران باره کهرم نگون,داستان دوازده رخ
همی گفت شاهست پیروزگر / همیشه کلاهش بخورشید بر,داستان دوازده رخ
چو از روز نه ساعت اندر گذشت / ز ترکان نبد کس بران پهن دشت,داستان دوازده رخ
کسی را کجا پروراند بناز / برآید برو روزگار دراز,داستان دوازده رخ
شبیخون کند گاه شادی بروی / همی خواری و سختی آرد بروی,داستان دوازده رخ
ز باد اندر آرد دهدمان بدم / همی داد خوانیم و پیدا ستم,داستان دوازده رخ
بتورانیان بر بد آن جنگ شوم / به آوردگه کردن آهنگ شوم,داستان دوازده رخ
شد که پیران ز توران سپاه / سواری ندید اندر آوردگاه,داستان دوازده رخ
روان ها گسسته ز تنشان بتیغ / جهان را تو گفتی نیامد دریغ,داستان دوازده رخ
سپهدار ایران و توران دژم / فراز آمدند اندران کین بهم,داستان دوازده رخ
همی برنوشتند هر دو زمین / همه دل پر از درد و سر پر ز کین,داستان دوازده رخ
به آوردگاه سواران ز گرد / فروماند خورشید روز نبرد,داستان دوازده رخ
بتیغ و بخنجر بگرز و کمند / ز هر گونهٔ برنهادند بند,داستان دوازده رخ
فراز آمد آن گردش ایزدی / از ایران بتوران رسید آن بدی,داستان دوازده رخ
ابا خواست یزدانش چاره نماند / کرا کوشش و زور و یاره نماند,داستان دوازده رخ
نگه کرد پیران که هنگام چیست / بدانست کان گردش ایزدیست,داستان دوازده رخ
ولیکن بمردی همی کرد کار / بکوشید با گردش روزگار,داستان دوازده رخ
ازان پس کمان برگرفتند و تیر / دو سالار لشکر دو هشیار پیر,داستان دوازده رخ
یکی تیرباران گرفتند سخت / چو باد خزان بر جهد بر درخت,داستان دوازده رخ
نگه کرد گودرز تیر خدنگ / که آهن ندارد مر او را نه سنگ,داستان دوازده رخ
ببر گستوان برزد و بردرید / تگاور بلرزید و دم درکشید,داستان دوازده رخ
بیفتاد و پیران درآمد بزیر / بغلتید زیرش سوار دلیر,داستان دوازده رخ
بدانست کآمد زمانه فراز / وزان روز تیره نیابد جواز,داستان دوازده رخ
ز نیرو بدو نیم شد دست راست / هم آنگه بغلتید و بر پای خاست,داستان دوازده رخ
ز گودرز بگریخت و شد سوی کوه / غمی شد ز درد دویدن ستوه,داستان دوازده رخ
همی شد بران کوهسر بر دوان / کزو بازگردد مگر پهلوان,داستان دوازده رخ
نگه کرد گودرز و بگریست زار / بترسید از گردش روزگار,داستان دوازده رخ
بدانست کش نیست با کس وفا / میان بسته دارد ز بهر جفا,داستان دوازده رخ
فغان کرد کای نامور پهلوان / چه بودت که ایدون پیاده دوان,داستان دوازده رخ
بکردار نخچیر در پیش من / کجات آن سپاه ای سر انجمن,داستان دوازده رخ
نیامد ز لشکر ترا یار کس / وزیشان نبینمت فریادرس,داستان دوازده رخ
کجات آنهمه زور و مردانگی / سلیح و دل و گنج و فرزانگی,داستان دوازده رخ
ستون گوان پشت افراسیاب / کنون شاه را تیره گشت آفتاب,داستان دوازده رخ
زمانه ز تو زود برگاشت روی / بهنگام کینه تو چاره مجوی,داستان دوازده رخ
چو کارت چنین گشت زنهار خواه / بدان تات زنده برم نزد شاه,داستان دوازده رخ
بر تو بر / که هستس جهان پهلوان سربسر,داستان دوازده رخ
بدو گفت پیران که این خود مباد / بفرجام بر من چنین بد مباد,داستان دوازده رخ
ازین پس مرا زندگانی بود / بزنهار رفتن گمانی بود,داستان دوازده رخ
خود اندر جهان مرگ را زاده ایم / بدین کار گردن ترا داده ایم,داستان دوازده رخ
شنیدستم این داستان از مهان / که هرچند باشی بخرم جهان,داستان دوازده رخ
سرانجام مرگست زو چاره نیست / بمن بر بدین جای پیغاره نیست,داستان دوازده رخ
همی گشت گودرز بر گرد کوه / نبودش بدو راه و آمد ستوه,داستان دوازده رخ
پیاده ببود و سپر برگرفت / چو نخچیربانان که اندر گرفت,داستان دوازده رخ
گرفته سپر پیش و ژوپین بدست / ببالا نهاده سر از جای پست,داستان دوازده رخ
همی دید پیران مر او را ز دور / بست از بر سنگ سالار تور,داستان دوازده رخ
بینداخت خنجر بکردار تیر / بیامد ببازوی سالار پیر,داستان دوازده رخ
چو گودرز شد خسته بر دست اوی / ز کینه بخشم اندر آورد روی,داستان دوازده رخ
بینداخت ژوپین بپیران رسید / زره بر تنش سربسر بردرید,داستان دوازده رخ
ز پشت اندر آمد براه جگر / بغرید و آسیمه برگشت سر,داستان دوازده رخ
برآمدش خون جگر بر دهان / روانش برآمد هم اندر زمان,داستان دوازده رخ
چو شیر ژیان اندر آمد بسر / بنالید با داور دادگر,داستان دوازده رخ
بران کوه خارا زمانی طپید / پس از کین و آوردگاه آرمید,داستان دوازده رخ
زمانه بزهراب دادست چنگ / بدرد دل شیر و چرم پلنگ,داستان دوازده رخ
چنینست خود گردش روزگار / نگیرد همی پند آموزگار,داستان دوازده رخ
چو گودرز بر شد بران کوهسار / بدیدش بر آن گونه افگنده خوار,داستان دوازده رخ
دریده دل و دست و بر خاک سر / شکسته سلیح و گسسته کمر,داستان دوازده رخ
چنین گفت گودرز کای نره شیر / سر پهلوانان و گرد دلیر,داستان دوازده رخ
جهان چون من و چون تو بسیار دید / نخواهد همی با کسی آرمید,داستان دوازده رخ
چو گودرز دیدش چنان مرده خوار / بخاک و بخون بر طپیده بزار,داستان دوازده رخ
فروبرد چنگال و خون برگرفت / بخورد و بیالود روی ای شگفت,داستان دوازده رخ
ز خون سیاوش خروشید زار / نیایش همی کرد بر کردگار,داستان دوازده رخ
ز هفتاد خون گرامی پسر / بنالید با داور دادگر,داستان دوازده رخ
سرش را همی خواست از تن برید / چنان بدکنش خویشتن را ندید,داستان دوازده رخ
درفی ببالینش بر پای کرد / سرش را بدان سایه برجای کرد,داستان دوازده رخ
لشکر خویش بنهاد روی / چکان خون ز بازوش چون آب جوی,داستان دوازده رخ
همه کینه جویان پرخاشجوی / ز بالا بلشکر نهادند روی,داستان دوازده رخ
ابا کشتگان بسته بر پشت زین / بریشان سرآورده پرخاش و کین,داستان دوازده رخ
چو با کینه جویان نبد پهلوان / خروشی برآمد ز پیر و جوان,داستان دوازده رخ
که گودرز بر دست پیران مگر / ز پیری بخون اندر آورد سر,داستان دوازده رخ
همی زار بگریست لشکر همه / ز نادیدن پهلوان رمه,داستان دوازده رخ
درفشی پدید آمد از تیره گرد / گرازان و تازان بدشت نبرد,داستان دوازده رخ
برآمد ز لشکرگه آوای کوس / همی گرد بر آسمان داد بوس,داستان دوازده رخ
بزرگان بر پهلوان آمدند / پر از خنده و شادمان آمدند,داستان دوازده رخ
چنین گفت لشکر مگر پهلوان / ازو بازگردید تیره روان,داستان دوازده رخ
که پیران یکی شیردل مرد بود / همه ساله جویای آورد بود,داستان دوازده رخ
چنین یاد کرد آن زمان پهلوان / سپرده بدو گوش پیر و جوان,داستان دوازده رخ
بانگشت بنمود جای نبرد / بگفت آنک با او زمانه چه کرد,داستان دوازده رخ
برهام فرمود تا برنشست / بوردن او میان را ببست,داستان دوازده رخ
بدو گفت او را بزین برببند / بیاور چنان تازیان بر نوند,داستان دوازده رخ
درفش و سلیحش چنان هم که هست / بدرع و میانش مبر هیچ دست,داستان دوازده رخ
بران گونه چون پهلوان کرد یاد / برون تاخت رهام چون تندباد,داستان دوازده رخ
کشید از بر اسب روشن تنش / بخون اندرون غرقه بد جوشنش,داستان دوازده رخ
چنان هم ببستش بخم کمند / فرود آوریدش ز کوه بلند,داستان دوازده رخ
درفشش چو از جایگاه نشان / ندیدند گردان گردنکشان,داستان دوازده رخ
همه خواندند آفرین سربسر / ابر پهلوان زمین دربدر,داستان دوازده رخ
که ای نامور پشت ایران سپاه / پرستندهٔ تخت تو باد ماه,داستان دوازده رخ
فدای سپه کرده ای جان و تن / بپیری زمان روزگار کهن,داستان دوازده رخ
چنین گفت گودرز با مهتران / که چون رزم ما گشت زین سان گران,داستان دوازده رخ
مرا در دل آید که افراسیاب / سپه بگذراند بدین روی آب,داستان دوازده رخ
سپاه وی آسوده از رنج و تاب / بمانده سپاهم چنین در شتاب,داستان دوازده رخ
ولیکن چنین دارم امید من / که آید جهاندار خورشید من,داستان دوازده رخ
بیفروزد این رزمگه را بفر / بیارد سپاهی بنو کینه ور,داستان دوازده رخ
یکی هوشمندی فرستاده ام / بس شاه را پندها داده ام,داستان دوازده رخ
که گر شاه ترکان بیارد سپاه / نداریم پای اندرین کینه گاه,داستان دوازده رخ
با سپاه / بیاری بیاید بدین رزمگاه,داستان دوازده رخ
مر این کشتگان را برین دشت کین / چنین هم بدارید بر پشت زین,داستان دوازده رخ
کزین کشتگان جان ما بیغمست / روان سیاوش زین خرمست,داستان دوازده رخ
اگر هم چنین نزد شاه آوریم / شود شاد و زین پایگاه آوریم,داستان دوازده رخ
که آشوب ترکان و ایرانیان / ازین بد کجا کم شد اندر میان,داستان دوازده رخ
همه یکسره خواندند آفرین / که بی تو مبادا زمان و زمین,داستان دوازده رخ
همه سودمندی ز گفتار تست / خور و ماه روشن بدیدار تست,داستان دوازده رخ
برفتند با کشتگان همچنان / گروی زره را پیاده دوان,داستان دوازده رخ
چو نزدیک بنگاه و لشکر شدند / پذیرهٔ سپهبد سپاه آمدند,داستان دوازده رخ
بپیش سپه بود گستهم شیر / بیامد بر پهلوان دلیر,داستان دوازده رخ
زمین را ببوسید و کرد آفرین / سپاهت بی آزار گفتا ببین,داستان دوازده رخ
چنانچون سپردی سپردم بهم / درین بود گودرز با گستهم,داستان دوازده رخ
که اندر زمان از لب دیده بان / بگوش آمد از کوه زیبد فغان,داستان دوازده رخ
که از گرد شد دشت چون تیره شب / شگفتی برآمد ز هر سو جلب,داستان دوازده رخ
خروشیدن کوس با کرنای / بجنباند آن دشت گویی ز جای,داستان دوازده رخ
یکی تخت پیروزه بر پشت پیل / درفشان بکردار دریای نیل,داستان دوازده رخ
هوا شد بسان پرند بنفش / ز تابیدن کاویانی درفش,داستان دوازده رخ
درفشی ببالای سرو سهی / پدید آمد از دور با فرهی,داستان دوازده رخ
بگردش سواران جوشنوران / زمین شد بنفش از کران تا کران,داستان دوازده رخ
پس هر درفشی درفشی بپای / چه از اژدها و چه پیکر همای,داستان دوازده رخ
ارگ همچنین تیزرانی کنند / بیک روز دیگر بدینجا رسند,داستان دوازده رخ
ز کوه کنابد همان دیده بان / بدید آن شگفتی و آمد دوان,داستان دوازده رخ
چنین گفت گر چشم من تیره نیست / وز اندوه دیدار من خیره نیست,داستان دوازده رخ
ز ترکان برآورد ایزد دمار / همه رنجشان سربسر گشت خوار,داستان دوازده رخ
سپاه اندر آمد ز بالا بپست / خروشان و هر یک درفشی بدست,داستان دوازده رخ
درفش سپهدار توران نگون / همی بینم از پیش غرقه بخون,داستان دوازده رخ
همان ده دلاور کز ایدر برفت / ابا گرد پیران بورد تفت,داستان دوازده رخ
همی بینم از دورشان سرنگون / فگنده بر اسبان و تن پر ز خون,داستان دوازده رخ
دلیران ایران گرازان بهم / رسیدند یکسر بر گستهم,داستان دوازده رخ
وزان سوی زیبد یکی تیره گرد / پدید آمد و دشت,داستان دوازده رخ
میان سپه کاویانی درفش / بپیش اندرون تیغهای بنفش,داستان دوازده رخ
درفش شهنشاه با بوق و کوس / پدید آمد و شد زمین آبنوس,داستان دوازده رخ
برفتند لهاک و فرشیدورد / بدانجا که بد جایگاه نبرد,داستان دوازده رخ
بدیدند کشته بدیدار خویش / سپهبد برادر جهاندار خویش,داستان دوازده رخ
ابا ده سوار آن گزیده سران / ز ترکان دلیران جنگاوران,داستان دوازده رخ
بران دیده برزار و جوشان شدند / ز خون برادر خروشان شدند,داستان دوازده رخ
همی زار گفتند کای نره شیر / سپهدار پیران سوار دلیر,داستان دوازده رخ
چه بایست آن رادی و راستی / چو رفتن ز گیتی چنین خواستی,داستان دوازده رخ
کنون کام دشمن برآمد همه / ببد بر تو گیتی سرآمد همه,داستان دوازده رخ
که جوید کنون در جهان کین تو / که گیرد کنون راه و آیین تو,داستان دوازده رخ
ازین شهر ترکان و افراسیاب / بد آمد سرانجامت ای نیک یاب,داستان دوازده رخ
بباید بریدن سر خویش پست / بخون غرقه کردن بر و یال و دست,داستان دوازده رخ
چو اندرز پیران نهادند پیش / نرفتند بر خیره گفتار خویش,داستان دوازده رخ
ز گودرز چون خواست پیران نبرد / چنین گفت با گرد فرشیدورد,داستان دوازده رخ
که گر من شوم کشته بر کینه گاه / شما کس مباشید پیش سپاه,داستان دوازده رخ
اگر کشته گردم برین دشت کین / شود تنگ بر نامداران زمین,داستان دوازده رخ
نه از تخمهٔ ویسه ماند کسی / که اندر سرش مغز باشد بسی,داستان دوازده رخ
که بر کینه گه چونک ما را کشند / چو سرهای ما سوی ایران کشند,داستان دوازده رخ
ز گودرز خواهد سپه زینهار / شما خویشتن را مدارید خوار,داستان دوازده رخ
همه راه سوی بیابان برید / مگر کز بد دشمنان جان برید,داستان دوازده رخ
بلشکر گه خویش رفتند باز / همه دیده پر خون و دل پر گداز,داستان دوازده رخ
بدانست لشکر سراسر همه / که شد بی شبان آن گرازان رمه,داستان دوازده رخ
همه سربسر زار و گریان شدند / چو بر آتش تیز بریان شدند,داستان دوازده رخ
بنزدیک لهاک و فرشیدورد / برفتند با دل پر از باد سرد,داستان دوازده رخ
که اکنون چه سازیم زین رزمگاه / چو شد پهلوان پشت توران سپاه,داستان دوازده رخ
چنین گفت هر کس که پیران گرد / جز از نام نیکو ز گیهان نبرد,داستان دوازده رخ
کرا دل دهد نیز بستن کمر / ز آهن کله برنهادن بسر,داستان دوازده رخ
چنین گفت لهاک فرشیدورد / که از خواست یزدان,داستان دوازده رخ
چنین راند بر سر ورا روزگار / که بر کینه کشته شود زار و خوار,داستان دوازده رخ
بشمشیر کرده جدا سر ز تن / نیابد همی کشته گور و کفن,داستان دوازده رخ
بهرجای کشته کشان دشمنش / پر از خون سر و درع و خسته تنش,داستان دوازده رخ
کنون بودنی بود و پیران گذشت / همه کار و کردار او باد گشت,داستان دوازده رخ
ستون سپه بود تا زنده بود / بمهر سپه جانش آگنده بود,داستان دوازده رخ
سپه را ز دشمن نگهدار بود / پسر با برادر برش خوار بود,داستان دوازده رخ
بدان گیتی افتاد نیک و بدش / همانا که نیک است با ایزدش,داستان دوازده رخ
بس از لشکر خویش تیمار خورد / ز گودرز پیمان ستد در نبرد,داستان دوازده رخ
که گر من شوم کشته در کینه گاه / نجویی تو کین زان سپس با سپاه,داستان دوازده رخ
گذرشان دهی تا بتوران شوند / کمین را نسازی بریشان کمند,داستان دوازده رخ
ز پیمان نگردند ایرانیان / ازین در کنون نیست بیم زیان,داستان دوازده رخ
سه کارست پیش آمده ناگزیر / همه گوش دارید برنا و پیر,داستان دوازده رخ
اگرتان بزنهار باید شدن / کنونتان همی رای باید زدن,داستان دوازده رخ
وگر بازگشتن بخرگاه خویش / سپردن بنیک و ببد راه خویش,داستان دوازده رخ
وگر جنگ را گرد کرده عنان / یکایک بخوناب داده سنان,داستان دوازده رخ
گر ایدون کتان دل گراید بجنگ / بدین رزمگه کرد باید درنگ,داستان دوازده رخ
که پیران ز مهتر سپه خواستست / سپهبد یکی لشکر آراستست,داستان دوازده رخ
زمان تا زمان لشکر آید پدید / همی کینه زینشان بباید کشید,داستان دوازده رخ
ز هرگونه رانیم یکسر سخن / جز از خواست یزدان نباشد ز بن,داستان دوازده رخ
ور ایدون کتان رای شهرست و گاه / همانا که بر ما نگیرند راه,داستان دوازده رخ
وگرتان بزنهار شاهست رای / بباید بسیچید و رفتن ز جای,داستان دوازده رخ
وگرتان سوی شهر ایران هواست / دل هر کسی بر تنش پادشاست,داستان دوازده رخ
ز ما دو برادر مدارید چشم / که هرگز نشوییم دل را ز خشم,داستان دوازده رخ
کزین تخمهٔ ویسگان کس نبود / که بند کمر بر میانش نسود,داستان دوازده رخ
بر اندرز سالار پیران شویم / ز راه بیابان بتوران شویم,داستان دوازده رخ
ار ایدونک بر ما بگیرند راه / بکوشیم تا هستمان دستگاه,داستان دوازده رخ
چو ترکان شنیدند زیشان سخن / یکی نیک پاسخ فگندند بن,داستان دوازده رخ
ده یل نامدار / کشیدند کشته بران گونه خوار,داستان دوازده رخ
وزان روی کیخسرو آمد پدید / که یارد بدین رزمگاه آرمید,داستان دوازده رخ
نه اسب و سلیح و نه پای و نه پر / نه گنج و نه سالار و نه نامور,داستان دوازده رخ
نه نیروی جنگ و نه راه گریز / چه با خویشتن کرد باید ستیز,داستان دوازده رخ
اگر بازگردیم گودرز و شاه / پس ما برانند پیل و سپاه,داستان دوازده رخ
رهایی نیابیم یک تن بجان / نه خرگاه بینیم و نه دودمان,داستان دوازده رخ
بزنهار بر ما کنون عار نیست / سپاهست بسیار و سالار نیست,داستان دوازده رخ
ازان پس خود از شاه ترکان چه باک / چه افراسیاب و چه یک مشت خاک,داستان دوازده رخ
چو لشکر چنین پاسخ آراستند / دو پرمایه از جای برخاستند,داستان دوازده رخ
بدانست لهاک و فرشیدورد / کشان نیست هنگام ننگ و نبرد,داستان دوازده رخ
همی راست گویند لشکر همه / تبه گردد از بی شبانی رمه,داستان دوازده رخ
بپدرود کردند گرفتند ساز / بیابان گرفتند و راه دراز,داستان دوازده رخ
درفشی گرفته بدست اندرون / پر از درد دل دیدگان پر ز خون,داستان دوازده رخ
برفتند با نامور ده سوار / دلیران و شایستهٔ کارزار,داستان دوازده رخ
بره بر ز ایران سواران بدند / نگهبان آن نامداران بدند,داستان دوازده رخ
برانگیختند اسب ترکان ز جای / طلایه بیفشارد با جای پای,داستان دوازده رخ
یکی ناسگالیده شان جنگ خاست / که از خون زمین گشت با کوه راست,داستان دوازده رخ
بکشتند ایرانیان هشت مرد / دلیران و شیران روز نبرد,داستان دوازده رخ
وزانجا برفتند هر دو دلیر / براه بیابان بکردار شیر,داستان دوازده رخ
ز ترکان جزین دو سرافراز گرد / ز دست طلایه دگر جان نبرد,داستان دوازده رخ
پس از دیده گه دیده بان کرد غو / که ای سرفرازان و گردان نو,داستان دوازده رخ
ازین لشکر ترک دو نامدار / برون رفت با نامور ده سوار,داستان دوازده رخ
چنان با طلایه برآویختند / که با خاک خون را برآمیختند,داستان دوازده رخ
تنی هشت کشتند ایرانیان / دو تن تیز رفتند بسته میان,داستان دوازده رخ
چو بشنید گودرز گفت آن دو مرد / بود گرد لهاک و فرشیدورد,داستان دوازده رخ
برفتند با گردان افراختن / شکسته نشدشان دل از تاختن,داستان دوازده رخ
گر ایشان از اینجا به توران شوند / بر این لشکر آید همانا گزند,داستان دوازده رخ
هم اندر زمان گفت با سرکشان / که ای نامداران دشمن کشان,داستان دوازده رخ
نزدیک شاه / بپوشد سرش را برومی کلاه,داستان دوازده رخ
همه مانده بودند ایرانیان / شده سست و سوده ز آهن میان,داستان دوازده رخ
ندادند پاسخ جز از گستهم / که بود اندر آورد شیر دژم,داستان دوازده رخ
بسالار گفت ای سرافراز شاه / چو رفتی بورد توران سپاه,داستان دوازده رخ
سپردی مرا کوس و پرده سرای / بپیش سپه برببودن بپای,داستان دوازده رخ
دلیران همه نام جستند و ننگ / مرا بهره نمد بهنگام جنگ,داستان دوازده رخ
کنون من بدین کار نام آورم / شومشان یکایک بدام آورم,داستان دوازده رخ
بخندید گودرز و زو شاد شد / رخش تازه شد وز غم آزاد شد,داستان دوازده رخ
بدو گفت نیک اختری تو ز هور / که شیری و بدخواه تو همچو گور,داستان دوازده رخ
برو کفریننده یار تو باد / چو لهاک سیصد شکار تو باد,داستان دوازده رخ
بپوشید گستهم درع نبرد / ز گردان کرا دید پدرود کرد,داستان دوازده رخ
برون رفت وز لشکر خویش تفت / بجنگ دو ترک سرافراز رفت,داستان دوازده رخ
همی گفت لشکر همه سربسر / که گستهم را زین بد آید بسر,داستان دوازده رخ
یکی لشکر از نزد افراسیاب / همی رفت برسان کشتی برآب,داستان دوازده رخ
بیاری همه جنگجو آمدند / چو نزدیک دشت دغو آمدند,داستان دوازده رخ
خبر شد بدیشان که پیران گذشت / نبرد دلیران دگرگونه گشت,داستان دوازده رخ
همه بازگشتند یکسر ز راه / خروشان برفتند نزدیک شاه,داستان دوازده رخ
چو بشنید بیژن که گستهم رفت / ز لشکر بورد لهاک تفت,داستان دوازده رخ
گمانی چنان برد بیژن که او / چو تنگ اندر آید بدشت دغو,داستان دوازده رخ
نباید که لهاک و فرشیدورد / برآرند ازو خاک روز نبرد,داستان دوازده رخ
نشست از بر دیزهٔ راه جوی / بنزدیک گودرز بنهاد روی,داستان دوازده رخ
چو چشمش بروی نیا برفتاد / خروشید و چندی سخن کرد یاد,داستان دوازده رخ
نه خوب آید ای پهلوان از خرد / که هر نامداری که فرمان برد,داستان دوازده رخ
مر او را بخیره بکشتن دهی / بهانه بچرخ فلک برنهی,داستان دوازده رخ
دو تن نامداران توران سپاه / برفتند زین سان دلاور براه,داستان دوازده رخ
ز هومان و پیران دلاورترند / بگوهر بزرگان آن کشورند,داستان دوازده رخ
کنون گستهم شد بجنگ دو تن / نباید که آید برو برشکن,داستان دوازده رخ
همه کام ما بازگردد بدرد / چو کم گردد از لشکر آن رادمرد,داستان دوازده رخ
چو بشنید گودرز گفتار اوی / کشیدن بدان کار تیمار اوی,داستان دوازده رخ
پس اندیشه کرد اندران یک زمان / هم از بد,داستان دوازده رخ
بگردان چنین گفت سالار شاه / که هر کس که جوید همی نام و گاه,داستان دوازده رخ
پس گستهم رفت باید دمان / مر او را بدن یار با بدگمان,داستان دوازده رخ
ندادند پاسخ کس از انجمن / نه غمخواره بد کس نه آسوده تن,داستان دوازده رخ
بگودرز پس گفت بیژن که کس / جز من نباشدش فریادرس,داستان دوازده رخ
که آید ز گردان بدین کار پیش / بسیری نیامد کس از جان خویش,داستان دوازده رخ
مرا رفت باید که از کار اوی / دلم پر ز درد است و پر آب روی,داستان دوازده رخ
بدو گفت گودرز کای شیرمرد / نه گرم آزموده ز گیتی نه سرد,داستان دوازده رخ
نبینی که ماییم پیروزگر / بدین کار مشتاب تند ای پسر,داستان دوازده رخ
بریشان بود گستهم چیره بخت / وزیشان ستاند سرو تاج و تخت,داستان دوازده رخ
بمان تا کنون از پس گستهم / سواری فرستم چو شیر دژم,داستان دوازده رخ
که با او بود یارگاه نبرد / سر دشمنان اندر آرد بگرد,داستان دوازده رخ
بدو گفت بیژن که ای پهلوان / خردمند و بیدار و روشن روان,داستان دوازده رخ
کنون یار باید که زندست مرد / نه آنگه کجا زو برآرند گرد,داستان دوازده رخ
چو گستهم شد کشته در کارزار / سرآمد برو روز و برگشت کار,داستان دوازده رخ
کجا سود دارد مر او را سپاه / کنون دار گر داشت خواهی نگاه,داستان دوازده رخ
بفرمای تا من ز تیمار اوی / ببندم کمر تنگ بر کار اوی,داستان دوازده رخ
ور ایدونک گویی مرو من سرم / ببرم بدین آبگون خنجرم,داستان دوازده رخ
که من زندگانی پس از مرگ اوی / نخواهم که باشد بهانه مجوی,داستان دوازده رخ
بدو گفت گودرز بشتاب پیش / اگر نیست مهر تو بر جان خویش,داستان دوازده رخ
نیابی همی سیری از کارزار / کمر بند و ببسیچ و سر بر مخار,داستان دوازده رخ
نسوزد همانا دلت بر پدر / که هزمان مر او را بسوزی جگر,داستان دوازده رخ
چو بشنید بیژن فرو برد سر / زمین را ببوسید و آمد بدر,داستان دوازده رخ
برآرم همی گفت از کوه خاک / بدین جنگ جستن مرا زو چه باک,داستان دوازده رخ
کمر بست و برساخت مر جنگ را / بزین اندر آورد شبرنگ را,داستان دوازده رخ
بگیو آگهی شد که بیژن چو گرد / کمر بست بر جنگ فرشیدورد,داستان دوازده رخ
براه / بجنگ سواران توران سپاه,داستان دوازده رخ
هم اندر زمان گیو برجست زود / نشست از بر تازی اسبی چو دود,داستان دوازده رخ
بیامد بره بر چو او را بدید / به تندی عنانش بیکسو کشید,داستان دوازده رخ
بدو گفت چندین زدم داستان / نخواهی همی بود همداستان,داستان دوازده رخ
که باشم بتو شادمان یک زمان / کجا رفت خواهی بدین سان دمان,داستان دوازده رخ
بهر کار درد دلم را مجوی / بپیران سر از من چه باید بگوی,داستان دوازده رخ
جز از تو بگیتیم فرزند نیست / روانم بدرد تو خرسند نیست,داستان دوازده رخ
بدی ده شبان روز بر پشت زین / کشیده ببدخواه بر تیغ کین,داستان دوازده رخ
بسودی بخفتان و خود اندرون / نخواهی همی سیر گشتن ز خون,داستان دوازده رخ
چو نیکی دهش بخت پیروز داد / بباید نشستن برام و شاد,داستان دوازده رخ
بپیش زمانه چه تازی سرت / بس ایمن شدستی بدین خنجرت,داستان دوازده رخ
کسی کو بجوید سرانجام خویش / نجوید ز گیتی چنین کام خویش,داستان دوازده رخ
تو چندین بگرد زمانه مپوی / که او خود سوی ما نهادست روی,داستان دوازده رخ
ز بهر مرا زین سخن بازگرد / نشاید که دارای دل من بدرد,داستان دوازده رخ
بدو گفت بیژن که ای پر خرد / جزین بر تو مردم گمانی برد,داستان دوازده رخ
که کار گذشته بیاری بیاد / نپیچی بخیره همی سر زداد,داستان دوازده رخ
بدان ای پدر کین سخن داد نیست / مگر جنگ لاون ترا یاد نیست,داستان دوازده رخ
که با من چه کرد اندران گستهم / غم و شادمانیش با من بهم,داستان دوازده رخ
ورایدون کجا گردش ایزدی / فرازآورد روزگار بدی,داستان دوازده رخ
نبشته نگردد بپرهیز باز / نباید کشید این سخن را دراز,داستان دوازده رخ
ز پیکار سر بر مگردان که من / فدی کرده دارم بدین کار تن,داستان دوازده رخ
بدو گفت گیو ار بگردی تو باز / همان خوبتر کین نشیب و فراز,داستان دوازده رخ
تو بی من مپویی بروز نبرد / منت یار باشم بهر کارکرد,داستان دوازده رخ
بدو گفت بیژن که این خود مباد / که از نامداران خسرونژاد,داستان دوازده رخ
سه گرد از پی بیم خورده دو تور / بتازند پویان بدین راه دور,داستان دوازده رخ
بجان و سر شاه روشن روان / بجان نیا نامور پهلوان,داستان دوازده رخ
بکین سیاوش کزین رزمگاه / تو برگردی و من بپویم براه,داستان دوازده رخ
نخواهم برین کار فرمانت کرد / که گویی مرا بازگرد از نبرد,داستان دوازده رخ
بشنید گیو این سخن بازگشت / برو آفرین کرد و اندر گذشت,داستان دوازده رخ
که پیروز بادی و شاد آمدی / مبیناد چشم تو هرگز بدی,داستان دوازده رخ
همی تاخت بیژن پس گستهم / که ناید بروبر ز توران ستم,داستان دوازده رخ
چو از دور لهاک و فرشیدورد / گذشتند پویان ز دشت نبرد,داستان دوازده رخ
بیک ساعت از هفت فرسنگ راه / برفتند ایمن ز ایران سپاه,داستان دوازده رخ
یکی بیشه دیدند و آب روان / بدو اندرون سایهٔ کاروان,داستان دوازده رخ
ببیشه درون مرغ و نخچیر و شیر / درخت از بر و سبزه و آب زیر,داستان دوازده رخ
بنخچیر کردن فرود آمدند / وزان تشنگی سوی رود آمدند,داستان دوازده رخ
چو آب اندر آمد ببایست نان / باندوه و شادی نبندد دهان,داستان دوازده رخ
بگشتند بر گرد آن مرغزار / فگندند بسیار مایه شکار,داستان دوازده رخ
